Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CLSN,Celsion Corporation,2.13,$34.21M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsn
CELH,"Celsius Holdings, Inc.",5.45,$248.95M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh
CYAD,Celyad SA,40.7784,$402.16M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad
CETX,Cemtrex Inc.,2.63,$27.76M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx
CETXP,Cemtrex Inc.,5.65,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp
CETXW,Cemtrex Inc.,0.33,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxw
CDEV,"Centennial Resource Development, Inc.",18.33,$5.06B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev
CSFL,CenterState Bank Corporation,26.07,$2.15B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl
CETV,Central European Media Enterprises Ltd.,4.7,$681.33M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv
CFBK,Central Federal Corporation,2.4501,$56.69M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk
CENT,Central Garden & Pet Company,39.47,$2.05B,1993,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,37.95,$1.97B,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa
CVCY,Central Valley Community Bancorp,19.45,$264.16M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy
CENX,Century Aluminum Company,20.83,$1.82B,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx
CNBKA,"Century Bancorp, Inc.",75.8,$422.05M,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/cnbka
CNTY,"Century Casinos, Inc.",8.5,$249.56M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty
CVO,Cenveo Inc,0.33,$2.83M,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cvo
CRNT,Ceragon Networks Ltd.,2.17,$169.14M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/crnt
CERC,Cerecor Inc.,3.31,$86.24M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc
CERCW,Cerecor Inc.,0.35,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cercw
CERN,Cerner Corporation,61.22,$20.35B,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern
CERS,Cerus Corporation,3.95,$456.44M,1997,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers
KOOL,Cesca Therapeutics Inc.,2.67,$29.01M,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool
CEVA,"CEVA, Inc.",35,$769.12M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva
CSBR,"Champions Oncology, Inc.",3.41,$37.47M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr
CYOU,Changyou.com Limited,27.92,$1.46B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyou
BURG,"Chanticleer Holdings, Inc.",3.93,$11.89M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg
CTHR,Charles & Colvard Ltd.,1.28,$27.64M,1997,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr
GTLS,"Chart Industries, Inc.",44.64,$1.37B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls
CHTR,"Charter Communications, Inc.",348.65,$83.16B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr
CHFN,Charter Financial Corp.,18.1,$273.89M,2010,Finance,Savings Institutions,https://www.nasdaq.com/symbol/chfn
CHKP,Check Point Software Technologies Ltd.,98.2,$16.3B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp
CHEK,Check-Cap Ltd.,0.72,$13.87M,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chek
CHEKW,Check-Cap Ltd.,0.286,n/a,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekw
CKPT,"Checkpoint Therapeutics, Inc.",4.3,$109.68M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ckpt
CEMI,"Chembio Diagnostics, Inc.",7.75,$95.47M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi
CHFC,Chemical Financial Corporation,54.66,$3.89B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chfc
CCXI,"ChemoCentryx, Inc.",9.24,$450.6M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ccxi
CHMG,Chemung Financial Corp,43.55,$206.44M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chmg
CHKE,Cherokee Inc.,1.425,$19.88M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/chke
CHFS,"CHF Solutions, Inc.",3.26,$5.86M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/chfs
CHMA,"Chiasma, Inc.",1.55,$37.79M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/chma
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",8.83,$102.46M,2017,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/csse
PLCE,"Children&#39;s Place, Inc. (The)",141.65,$2.46B,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce
CMRX,"Chimerix, Inc.",4.93,$232.34M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx
CADC,"China Advanced Construction Materials Group, Inc.",3.35,$8M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cadc
CALI,China Auto Logistics Inc.,3.15,$15.25M,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/cali
CAAS,"China Automotive Systems, Inc.",4.55,$143.98M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas
CBPO,"China Biologic Products Holdings, Inc.",78.68,$2.17B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo
CCCL,"China Ceramics Co., Ltd.",1.91,$6.09M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl
CCCR,"China Commercial Credit, Inc.",1.45,$28.2M,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/cccr
CCRC,"China Customer Relations Centers, Inc.",12.38,$226.92M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc
JRJC,China Finance Online Co. Limited,2.16,$51.02M,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jrjc
HGSH,"China HGS Real Estate, Inc.",1.3399,$60.36M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh
CNIT,"China Information Technology, Inc.",1.95,$78.45M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cnit
CIFS,China Internet Nationwide Financial Services Inc.,44.21,$973.64M,2017,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs
CJJD,"China Jo-Jo Drugstores, Inc.",1.37,$34.54M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cjjd
CLDC,China Lending Corporation,2.5172,$59.81M,2014,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc
HTHT,"China Lodging Group, Limited",132.01,$9.38B,2010,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/htht
CHNR,"China Natural Resources, Inc.",2.17,$54.06M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr
CREG,China Recycling Energy Corporation,1.91,$15.87M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg
CNTF,China TechFaith Wireless Communication Technology Limited,2.51,$26.57M,2005,n/a,n/a,https://www.nasdaq.com/symbol/cntf
CXDC,China XD Plastics Company Limited,4.3,$213.83M,n/a,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc
CCIH,ChinaCache International Holdings Ltd.,1.25,$31.98M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih
CNET,"ChinaNet Online Holdings, Inc.",2.5,$40.33M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet
IMOS,ChipMOS TECHNOLOGIES INC.,16.36,$700.38M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
CDXC,ChromaDex Corporation,5.31,$285.88M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc
CHSCL,CHS Inc,27.37,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscl
CHSCM,CHS Inc,26.05,$494.95M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm
CHSCN,CHS Inc,26.6,$446.88M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn
CHSCO,CHS Inc,28.41,$321.58M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco
CHSCP,CHS Inc,29.45,$212.99M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",253.95,$3.92B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",25.2,$426.23M,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy
CDTX,"Cidara Therapeutics, Inc.",6.55,$132.56M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx
CMCT,CIM Commercial Trust Corporation,16.2,$709.32M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct
CMCTP,CIM Commercial Trust Corporation,n/a,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmctp
CMPR,Cimpress N.V,150.01,$4.6B,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr
CINF,Cincinnati Financial Corporation,70.34,$11.54B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Corp,1.2756,$44.42M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,149.32,$15.9B,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas
CRUS,"Cirrus Logic, Inc.",40.27,$2.55B,1989,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",38.77,$191.66B,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",22.2,$305.03M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn
CTXR,"Citius Pharmaceuticals, Inc.",3.88,$38.71M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxr
CTXRW,"Citius Pharmaceuticals, Inc.",0.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxrw
CZNC,Citizens & Northern Corp,22.29,$272.26M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",13.77,$81.02M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,23.9999,$60.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,21.95,$107.44M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn
CTXS,"Citrix Systems, Inc.",84.53,$12.74B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,65.03,$1.02B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
CIVB,"Civista Bancshares, Inc. ",20.72,$211.31M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civb
CIVBP,"Civista Bancshares, Inc. ",71.75,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp
CLAR,Clarus Corporation,7.3,$219.3M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar
CDTI,"Clean Diesel Technologies, Inc.",1.29,$20.39M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cdti
CLNE,Clean Energy Fuels Corp.,1.45,$219.07M,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne
CACG,ClearBridge All Cap Growth ETF,27.52,$53.66M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cacg
YLDE,ClearBridge Dividend Strategy ESG ETF,27.1972,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylde
LRGE,ClearBridge Large Cap Growth ESG ETF,28.98,$2.9M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lrge
CLFD,"Clearfield, Inc.",12.2,$168.58M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd
CLRO,"ClearOne, Inc.",8.55,$71.94M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro
CLSD,"Clearside Biomedical, Inc.",5.62,$142.42M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd
CLIR,ClearSign Combustion Corporation,2.2,$34.33M,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir
CLIRW,ClearSign Combustion Corporation,0.74,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clirw
CMTA,Clementia Pharmaceuticals Inc.,15,$475.76M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmta
CBLI,"Cleveland BioLabs, Inc.",3.49,$39.37M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli
CSBK,Clifton Bancorp Inc.,15.37,$339.67M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/csbk
CLVS,"Clovis Oncology, Inc.",50.12,$2.52B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs
CMFN,CM Finance Inc,8.2,$112.26M,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn
CMSS,CM Seven Star Acquisition Corporation,9.7,$255.33M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmss
CMSSR,CM Seven Star Acquisition Corporation,0.27,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssr
CMSSU,CM Seven Star Acquisition Corporation,10.06,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssu
CMSSW,CM Seven Star Acquisition Corporation,0.2401,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssw
CME,CME Group Inc.,153.04,$52.08B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,26.24,$400.55M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne
CWAY,"Coastway Bancorp, Inc.",22.062,$96.91M,2014,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cway
COBZ,CoBiz Financial Inc.,18.68,$788.92M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/cobz
COKE,Coca-Cola Bottling Co. Consolidated,182.58,$1.7B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke
CODA,"Coda Octopus Group, Inc.",4.91,$50.39M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda
CDXS,"Codexis, Inc.",8.1,$391.61M,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",2.58,$31.69M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",25.56,$227.08M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",4.1,$23.55M,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",42,$1.93B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi
CGNT,"Cogentix Medical, Inc.",2.77,$168.71M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cgnt
COGT,"Cogint, Inc.",3.4,$222.79M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/cogt
CGNX,Cognex Corporation,53.65,$9.29B,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,75.16,$44.32B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
CWBR,"CohBar, Inc.",6.38,$252.45M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
COHR,"Coherent, Inc.",205.89,$5.11B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",9.4,$551.98M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",20.62,$583.3M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",17.17,$153.17M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",21,$683.81M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,57.75,$2.17B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi
CLGN,"CollPlant Holdings, Ltd.",7.9,$27.04M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn
CBAN,"Colony Bankcorp, Inc.",13.8,$116.46M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",40.81,$2.98B,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb
COLM,Columbia Sportswear Company,73.3,$5.12B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,34.65,$797.7M,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco
CMCSA,Comcast Corporation,38.19,$177.37B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
CBSH,"Commerce Bancshares, Inc.",55.95,$6.27B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",26.2475,$2.41B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp
CHUBA,"CommerceHub, Inc.",18.14,$785.77M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chuba
CHUBK,"CommerceHub, Inc.",17.44,$755.45M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chubk
CVGI,"Commercial Vehicle Group, Inc.",10.58,$324.36M,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",36.71,$7B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",3.39,$30.41M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,8.25,$182.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",11.29,$85.11M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
CYHHZ,"Community Health Systems, Inc.",0.0068,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyhhz
CTBI,"Community Trust Bancorp, Inc.",44.4,$785.56M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,11.55,$94.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",49.75,$2.24B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,2.55,$130.39M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",29.15,$400.99M,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",5.22,$80.87M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg
CHCI,"Comstock Holding Companies, Inc.",1.47,$5.25M,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,21.36,$504.26M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,5.07,$152.13M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",20.22,$460.46M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce
CXRX,Concordia International Corp.,0.64,$32.82M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cxrx
CDOR,"Condor Hospitality Trust, Inc.",10.13,$119.87M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",1.2,$54.63M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",5.6122,$47.81M,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr
CNMD,CONMED Corporation,59.23,$1.65B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd
CONN,"Conn&#39;s, Inc.",30.35,$952.1M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
CTWS,"Connecticut Water Service, Inc.",52.51,$633.71M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
CNOB,"ConnectOne Bancorp, Inc.",28.15,$902.82M,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",11.09,$785.57M,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.5,$186.27M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,9.76,$180.85M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.4,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.29,$190.67M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.22,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnacw
CPSS,"Consumer Portfolio Services, Inc.",4,$87.1M,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,1.6,$117.85M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc,0.241,$19M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,25.2,$636.72M,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
CPRT,"Copart, Inc.",40.75,$9.43B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.75,$375.32M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,15.09,$1.72B,1982,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",20.75,$958.47M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",12.01,$433.79M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cori
CSOD,"Cornerstone OnDemand, Inc.",37.44,$2.17B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CRVL,CorVel Corp.,48.8,$921.34M,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",8.19,$172.33M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",329.06,$11.89B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,178.61,$78.43B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,3.59,$21.29M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",27.1,$180.85M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,39.16,$2.16B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",26.16,$478.48M,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
COWN,Cowen Inc.,12,$373.05M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNZ,Cowen Inc.,25.15,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,2.63,$29.28M,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.46,$19.28M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",42.33,$343.26M,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",165.41,$3.97B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",18.3,$353.13M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,21.85,$883.57M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,305.38,$5.9B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,42.4223,$18.2M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
